# MEAN_SAMPLE_SIZE = 42038
# TOTAL_GENES = 18669
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:pilon_klf1...1         SET    1903      0.02183    0.0066051     0.021017      0.14948 Curated_gene_sets:pilon_klf1_targets_dn
Curated_gene_sets:bhat_esr1_...2         SET     200     -0.10063    -0.010359     0.065907      0.93658 Curated_gene_sets:bhat_esr1_targets_not_via_akt1_up
Curated_gene_sets:bhat_esr1_...1         SET      87      0.16178     0.011018      0.10036     0.053485 Curated_gene_sets:bhat_esr1_targets_not_via_akt1_dn
Curated_gene_sets:bhat_esr1_...4         SET     273    -0.018022   -0.0021634     0.054845      0.62877 Curated_gene_sets:bhat_esr1_targets_via_akt1_up
Curated_gene_sets:bhat_esr1_...3         SET      82     0.033875    0.0022402       0.1031      0.37124 Curated_gene_sets:bhat_esr1_targets_via_akt1_dn
Curated_gene_sets:johnstone_...2         SET       6      0.29725    0.0053281      0.30118      0.16184 Curated_gene_sets:johnstone_parvb_targets_1_up
Curated_gene_sets:johnstone_...1         SET      61     0.052883     0.003018      0.11969      0.32931 Curated_gene_sets:johnstone_parvb_targets_1_dn
Curated_gene_sets:johnstone_...4         SET     130     0.070006    0.0058215      0.07352       0.1705 Curated_gene_sets:johnstone_parvb_targets_2_up
Curated_gene_sets:johnstone_...3         SET     330    0.0040426   0.00053271     0.050348        0.468 Curated_gene_sets:johnstone_parvb_targets_2_dn
Curated_gene_sets:johnstone_...6         SET     409    -0.062707   -0.0091795     0.045061      0.91797 Curated_gene_sets:johnstone_parvb_targets_3_up
Curated_gene_sets:johnstone_...5         SET     804     0.029448    0.0059782     0.031196       0.1726 Curated_gene_sets:johnstone_parvb_targets_3_dn
Curated_gene_sets:bruins_uvc...4         SET     817     0.045236     0.009254     0.031901     0.078102 Curated_gene_sets:bruins_uvc_response_via_tp53_group_a
Curated_gene_sets:bruins_uvc...5         SET     502   -0.0048944  -0.00079175     0.039364      0.54948 Curated_gene_sets:bruins_uvc_response_via_tp53_group_b
Curated_gene_sets:bruins_uvc...6         SET      86     -0.03188   -0.0021588     0.092753      0.63447 Curated_gene_sets:bruins_uvc_response_via_tp53_group_c
Curated_gene_sets:bruins_uvc...7         SET     251     -0.04097   -0.0047186     0.055699        0.769 Curated_gene_sets:bruins_uvc_response_via_tp53_group_d
Curated_gene_sets:bruins_uvc...2         SET    1055     0.043864     0.010129     0.027526      0.05553 Curated_gene_sets:bruins_uvc_response_late
Curated_gene_sets:bruins_uvc...1         SET     288     0.035191    0.0043372     0.053465      0.25521 Curated_gene_sets:bruins_uvc_response_early_late
Curated_gene_sets:bruins_uvc...3         SET      92     0.017999    0.0012604      0.08919      0.42004 Curated_gene_sets:bruins_uvc_response_middle
Curated_gene_sets:ceribelli_...2         SET      32     -0.05253    -0.002173      0.16629      0.62395 Curated_gene_sets:ceribelli_promoters_inactive_and_bound_by_nfy
Curated_gene_sets:ceribelli_...1         SET      31     -0.10569   -0.0043032      0.15391      0.75386 Curated_gene_sets:ceribelli_genes_inactive_and_bound_by_nfy
Curated_gene_sets:miyagawa_t...2         SET     244     -0.02605   -0.0029587     0.060048      0.66779 Curated_gene_sets:miyagawa_targets_of_ewsr1_ets_fusions_up
Curated_gene_sets:miyagawa_t...1         SET     219     0.023077    0.0024847      0.06508      0.36145 Curated_gene_sets:miyagawa_targets_of_ewsr1_ets_fusions_dn
Curated_gene_sets:ivanovska_...          SET      86     0.085327    0.0057781     0.088885      0.16854 Curated_gene_sets:ivanovska_mir106b_targets
Curated_gene_sets:kim_glis2_...2         SET      77    -0.093428   -0.0059879      0.10693      0.80886 Curated_gene_sets:kim_glis2_targets_up
Curated_gene_sets:kim_glis2_...1         SET       5      0.29383    0.0048081      0.27254       0.1405 Curated_gene_sets:kim_glis2_targets_dn
Curated_gene_sets:mikhaylova...2         SET       7      0.16358     0.003167       0.3179      0.30343 Curated_gene_sets:mikhaylova_oxidative_stress_response_via_vhl_up
Curated_gene_sets:mikhaylova...1         SET       6      0.33831    0.0060641      0.42551      0.21329 Curated_gene_sets:mikhaylova_oxidative_stress_response_via_vhl_dn
Curated_gene_sets:steger_adi...2         SET      20     -0.06612    -0.002163      0.21322      0.62176 Curated_gene_sets:steger_adipogenesis_up
Curated_gene_sets:steger_adi...1         SET      23    -0.015365    -0.000539      0.18954      0.53231 Curated_gene_sets:steger_adipogenesis_dn
Curated_gene_sets:zhu_skil_t...2         SET      20     -0.24205   -0.0079185      0.21935      0.86508 Curated_gene_sets:zhu_skil_targets_up
Curated_gene_sets:zhu_skil_t...1         SET       9     -0.45726    -0.010038       0.2933       0.9405 Curated_gene_sets:zhu_skil_targets_dn
Curated_gene_sets:kim_pten_t...2         SET      17     -0.50299    -0.015172      0.24948       0.9781 Curated_gene_sets:kim_pten_targets_up
Curated_gene_sets:kim_pten_t...1         SET       5      0.11049     0.001808      0.39423      0.38964 Curated_gene_sets:kim_pten_targets_dn
Curated_gene_sets:ishida_tar...          SET       6      0.10508    0.0018835      0.38049      0.39121 Curated_gene_sets:ishida_targets_of_syt_ssx_fusions
Curated_gene_sets:maekawa_at...          SET      20     0.071027    0.0023236      0.20283       0.3631 Curated_gene_sets:maekawa_atf2_targets
Curated_gene_sets:issaeva_ml...          SET      52     -0.05134   -0.0027058      0.12258      0.66232 Curated_gene_sets:issaeva_mll2_targets
Curated_gene_sets:linsley_mi...          SET     202    -0.024741   -0.0025597     0.059801      0.66046 Curated_gene_sets:linsley_mir16_targets
Curated_gene_sets:cheng_taf7...          SET       6     -0.19061   -0.0034167      0.32771      0.71959 Curated_gene_sets:cheng_taf7l_targets
Curated_gene_sets:changolkar...2         SET      46    -0.034875    -0.001729      0.11833      0.61589 Curated_gene_sets:changolkar_h2afy_targets_up
Curated_gene_sets:changolkar...1         SET      39     0.006144   0.00028053      0.14163       0.4827 Curated_gene_sets:changolkar_h2afy_targets_dn
Curated_gene_sets:pasini_suz...2         SET      98     0.098532    0.0071203     0.084349      0.12138 Curated_gene_sets:pasini_suz12_targets_up
Curated_gene_sets:pasini_suz...1         SET     291     0.088372     0.010947     0.054469     0.052363 Curated_gene_sets:pasini_suz12_targets_dn
Curated_gene_sets:bakker_fox...2         SET      52    -0.016517   -0.0008705      0.11848      0.55543 Curated_gene_sets:bakker_foxo3_targets_up
Curated_gene_sets:bakker_fox...1         SET     161      0.11159     0.010318     0.072435      0.06172 Curated_gene_sets:bakker_foxo3_targets_dn
Curated_gene_sets:berger_mbd...          SET       4    -0.012337  -0.00018056      0.46028      0.51069 Curated_gene_sets:berger_mbd2_targets
Curated_gene_sets:vandesluis...1         SET      12     0.022281   0.00056473       0.2716      0.46731 Curated_gene_sets:vandesluis_commd1_targets_group_2_up
Curated_gene_sets:vandesluis...3         SET      75      0.13061     0.008262      0.10153     0.099164 Curated_gene_sets:vandesluis_commd1_targets_group_3_up
Curated_gene_sets:vandesluis...2         SET      29    -0.045551    -0.001794      0.17307       0.6038 Curated_gene_sets:vandesluis_commd1_targets_group_3_dn
Curated_gene_sets:vandesluis...5         SET      14    -0.077914   -0.0021329        0.197      0.65376 Curated_gene_sets:vandesluis_commd1_targets_group_4_up
Curated_gene_sets:vandesluis...4         SET      15      0.40018     0.011339      0.23521     0.044445 Curated_gene_sets:vandesluis_commd1_targets_group_4_dn
Curated_gene_sets:vandesluis...7         SET       5      -0.5545   -0.0090735      0.43466      0.89896 Curated_gene_sets:vandesluis_normal_embryos_up
Curated_gene_sets:vandesluis...6         SET      15      0.19368    0.0054879      0.25172      0.22083 Curated_gene_sets:vandesluis_normal_embryos_dn
Curated_gene_sets:sumi_hnf4a...          SET      29     0.016688   0.00065722      0.15931      0.45829 Curated_gene_sets:sumi_hnf4a_targets
Curated_gene_sets:wang_nfkb_...          SET      22     -0.18406    -0.006315      0.21054        0.809 Curated_gene_sets:wang_nfkb_targets
Curated_gene_sets:wang_tnf_t...          SET      23     -0.10216   -0.0035835      0.19332      0.70139 Curated_gene_sets:wang_tnf_targets
Curated_gene_sets:azare_neop...2         SET     114    -0.058721   -0.0045748     0.085772       0.7532 Curated_gene_sets:azare_neoplastic_transformation_by_stat3_up
Curated_gene_sets:azare_neop...1         SET      17      0.28699    0.0086566      0.22267     0.098733 Curated_gene_sets:azare_neoplastic_transformation_by_stat3_dn
Curated_gene_sets:azare_stat...          SET      23     -0.18617   -0.0065308       0.1982      0.82621 Curated_gene_sets:azare_stat3_targets
Curated_gene_sets:delpuech_f...2         SET      61      0.21648     0.012355      0.11571     0.030689 Curated_gene_sets:delpuech_foxo3_targets_up
Curated_gene_sets:delpuech_f...1         SET      39    -0.038016   -0.0017358      0.12434       0.6201 Curated_gene_sets:delpuech_foxo3_targets_dn
Curated_gene_sets:wiederscha...          SET      57    -0.016667  -0.00091957      0.12405      0.55344 Curated_gene_sets:wiederschain_targets_of_bmi1_and_pcgf2
Curated_gene_sets:kasler_hda...2         SET     186    -0.029822   -0.0029619     0.063713      0.68013 Curated_gene_sets:kasler_hdac7_targets_1_up
Curated_gene_sets:kasler_hda...1         SET      17      0.28169    0.0084967      0.21861     0.098784 Curated_gene_sets:kasler_hdac7_targets_1_dn
Curated_gene_sets:kasler_hda...4         SET       6      0.37138    0.0066569      0.43937      0.19899 Curated_gene_sets:kasler_hdac7_targets_2_up
Curated_gene_sets:kasler_hda...3         SET      29     -0.21869   -0.0086129      0.16092      0.91293 Curated_gene_sets:kasler_hdac7_targets_2_dn
Curated_gene_sets:dormoy_ela...          SET      18     0.027531   0.00085448      0.19791      0.44468 Curated_gene_sets:dormoy_elavl1_targets
Curated_gene_sets:lee_bmp2_t...2         SET     722    -0.042285   -0.0081534     0.033305      0.89788 Curated_gene_sets:lee_bmp2_targets_up
Curated_gene_sets:lee_bmp2_t...1         SET     844    -0.013581   -0.0028217     0.030261      0.67321 Curated_gene_sets:lee_bmp2_targets_dn
Curated_gene_sets:bilanges_s...3         SET      68    -0.037293   -0.0022466      0.10506       0.6387 Curated_gene_sets:bilanges_serum_sensitive_genes
Curated_gene_sets:bilanges_s...1         SET      48    -0.033287   -0.0016857      0.11168      0.61717 Curated_gene_sets:bilanges_serum_and_rapamycin_sensitive_genes
Curated_gene_sets:bilanges_r...1         SET      35      0.14314    0.0061922      0.13897      0.15151 Curated_gene_sets:bilanges_rapamycin_sensitive_genes
Curated_gene_sets:bilanges_r...2         SET      60      0.18699     0.010584      0.10365     0.035619 Curated_gene_sets:bilanges_rapamycin_sensitive_via_tsc1_and_tsc2
Curated_gene_sets:bilanges_s...4         SET      20      0.41035     0.013424      0.18797     0.014525 Curated_gene_sets:bilanges_serum_sensitive_via_tsc1
Curated_gene_sets:bilanges_s...5         SET      28      0.14196    0.0054939      0.15248      0.17593 Curated_gene_sets:bilanges_serum_sensitive_via_tsc2
Curated_gene_sets:bilanges_s...2         SET      26      0.15209    0.0056721      0.15352      0.16092 Curated_gene_sets:bilanges_serum_response_translation
Curated_gene_sets:kim_tial1_...          SET      31     -0.23369   -0.0095149      0.15344      0.93611 Curated_gene_sets:kim_tial1_targets
Curated_gene_sets:duan_prdm5...          SET      71    -0.010887  -0.00067014      0.10752      0.54033 Curated_gene_sets:duan_prdm5_targets
Curated_gene_sets:dalessio_t...          SET      19      0.22425    0.0071506      0.22461      0.15905 Curated_gene_sets:dalessio_tsa_response
Curated_gene_sets:fevr_ctnnb...2         SET     662    -0.018233   -0.0033721     0.034795      0.69987 Curated_gene_sets:fevr_ctnnb1_targets_up
Curated_gene_sets:fevr_ctnnb...1         SET     527     0.051251    0.0084887     0.038139     0.089517 Curated_gene_sets:fevr_ctnnb1_targets_dn
Curated_gene_sets:fardin_hyp...2         SET       7     0.025307   0.00048996      0.31635      0.46812 Curated_gene_sets:fardin_hypoxia_9
Curated_gene_sets:fardin_hyp...1         SET      31     0.024671    0.0010045      0.15345      0.43614 Curated_gene_sets:fardin_hypoxia_11
Curated_gene_sets:torchia_ta...3         SET      18      0.38042     0.011807       0.2026     0.030222 Curated_gene_sets:torchia_targets_of_ewsr1_fli1_fusion_top20_up
Curated_gene_sets:torchia_ta...2         SET      16    -0.048793   -0.0014278      0.24315      0.57952 Curated_gene_sets:torchia_targets_of_ewsr1_fli1_fusion_top20_dn
Curated_gene_sets:torchia_ta...4         SET     247  -0.00012917   -1.476e-05     0.054928      0.50094 Curated_gene_sets:torchia_targets_of_ewsr1_fli1_fusion_up
Curated_gene_sets:torchia_ta...1         SET     292     0.049844    0.0061848     0.054465      0.18006 Curated_gene_sets:torchia_targets_of_ewsr1_fli1_fusion_dn
Curated_gene_sets:winzen_deg...          SET      96     0.033541    0.0023991      0.10048      0.36927 Curated_gene_sets:winzen_degraded_via_khsrp
Curated_gene_sets:vanloo_sp3...2         SET       8      0.25135    0.0052022      0.30981       0.2086 Curated_gene_sets:vanloo_sp3_targets_up
Curated_gene_sets:vanloo_sp3...1         SET      85     0.037819    0.0025461     0.095589      0.34619 Curated_gene_sets:vanloo_sp3_targets_dn
Curated_gene_sets:yuan_znf14...          SET      20    -0.036476   -0.0011933      0.17609      0.58205 Curated_gene_sets:yuan_znf143_partners
Curated_gene_sets:koinuma_ta...          SET     805     0.017494    0.0035537     0.032033      0.29249 Curated_gene_sets:koinuma_targets_of_smad2_or_smad3
Curated_gene_sets:raffel_veg...2         SET       9     0.055431    0.0012168      0.28156      0.42197 Curated_gene_sets:raffel_vegfa_targets_up
Curated_gene_sets:raffel_veg...1         SET       5    -0.056268  -0.00092074      0.45844      0.54884 Curated_gene_sets:raffel_vegfa_targets_dn
Curated_gene_sets:terao_aox4...2         SET      29   -0.0036786  -0.00014488      0.14329      0.51024 Curated_gene_sets:terao_aox4_targets_hg_up
Curated_gene_sets:terao_aox4...1         SET       6    -0.039095  -0.00070077      0.34788      0.54474 Curated_gene_sets:terao_aox4_targets_hg_dn
Curated_gene_sets:terao_aox4...4         SET      24    -0.074634   -0.0026743      0.16507      0.67441 Curated_gene_sets:terao_aox4_targets_skin_up
Curated_gene_sets:terao_aox4...3         SET      23     0.064103    0.0022487      0.18894       0.3672 Curated_gene_sets:terao_aox4_targets_skin_dn
Curated_gene_sets:purbey_tar...2         SET      72      0.24332     0.015082      0.10374    0.0095081 Curated_gene_sets:purbey_targets_of_ctbp1_and_satb1_up
Curated_gene_sets:purbey_tar...1         SET     154     0.020532    0.0018572     0.068188      0.38167 Curated_gene_sets:purbey_targets_of_ctbp1_and_satb1_dn
Curated_gene_sets:purbey_tar...4         SET     271    -0.023634   -0.0028268      0.05257      0.67349 Curated_gene_sets:purbey_targets_of_ctbp1_not_satb1_up
Curated_gene_sets:purbey_tar...3         SET     373     0.030709    0.0042973     0.044982       0.2474 Curated_gene_sets:purbey_targets_of_ctbp1_not_satb1_dn
Curated_gene_sets:gobert_oli...2         SET     548     0.016104    0.0027183     0.037512      0.33386 Curated_gene_sets:gobert_oligodendrocyte_differentiation_up
Curated_gene_sets:gobert_oli...1         SET    1017     0.074551      0.01692     0.028284    0.0042013 Curated_gene_sets:gobert_oligodendrocyte_differentiation_dn
Curated_gene_sets:gobert_cor...          SET      41    -0.021949   -0.0010275      0.13329       0.5654 Curated_gene_sets:gobert_core_oligodendrocyte_differentiation
Curated_gene_sets:wacker_hyp...          SET      12      0.17037     0.004318      0.26881      0.26311 Curated_gene_sets:wacker_hypoxia_targets_of_vhl
