# MEAN_SAMPLE_SIZE = 54162
# TOTAL_GENES = 18644
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:winter_hyp...2         SET     222   0.00040787   4.4242e-05      0.05987      0.49728 Curated_gene_sets:winter_hypoxia_metagene
Curated_gene_sets:alonso_met...3         SET      34     -0.16329    -0.006967       0.1518      0.85897 Curated_gene_sets:alonso_metastasis_emt_up
Curated_gene_sets:alonso_met...2         SET       5      0.81563     0.013356      0.46692     0.040342 Curated_gene_sets:alonso_metastasis_emt_dn
Curated_gene_sets:alonso_met...4         SET      16    -0.021776  -0.00063767      0.21142      0.54102 Curated_gene_sets:alonso_metastasis_neural_up
Curated_gene_sets:alonso_met...5         SET     186   -0.0092691  -0.00092121     0.063555      0.55798 Curated_gene_sets:alonso_metastasis_up
Curated_gene_sets:alonso_met...1         SET      24     0.014349   0.00051449      0.18529      0.46914 Curated_gene_sets:alonso_metastasis_dn
Curated_gene_sets:cromer_tum...2         SET      53      0.12034    0.0064075      0.12982      0.17697 Curated_gene_sets:cromer_tumorigenesis_up
Curated_gene_sets:cromer_tum...1         SET      47     0.091883    0.0046076      0.14718      0.26623 Curated_gene_sets:cromer_tumorigenesis_dn
Curated_gene_sets:krishnan_f...2         SET       8       0.3212    0.0066522      0.36159       0.1872 Curated_gene_sets:krishnan_furin_targets_up
Curated_gene_sets:krishnan_f...1         SET      10     -0.13949   -0.0032298      0.22473       0.7326 Curated_gene_sets:krishnan_furin_targets_dn
Curated_gene_sets:mueller_pl...          SET     290    0.0072636   0.00089886     0.049459      0.44162 Curated_gene_sets:mueller_plurinet
Curated_gene_sets:yauch_hedg...2         SET     128      0.10369    0.0085621     0.077794     0.091298 Curated_gene_sets:yauch_hedgehog_signaling_paracrine_up
Curated_gene_sets:yauch_hedg...1         SET     227    -0.094884    -0.010406     0.059187      0.94554 Curated_gene_sets:yauch_hedgehog_signaling_paracrine_dn
Curated_gene_sets:firestein_...2         SET       6     -0.55431   -0.0099426      0.45901       0.8864 Curated_gene_sets:firestein_ctnnb1_pathway_and_proliferation
Curated_gene_sets:firestein_...1         SET      25    -0.072652   -0.0026587      0.19175      0.64761 Curated_gene_sets:firestein_ctnnb1_pathway
Curated_gene_sets:firestein_...3         SET     151     0.075885    0.0068017     0.071311      0.14364 Curated_gene_sets:firestein_proliferation
Curated_gene_sets:zhou_pancr...3         SET      10     -0.40135   -0.0092929      0.32035      0.89486 Curated_gene_sets:zhou_pancreatic_exocrine_progenitor
Curated_gene_sets:zhou_pancr...2         SET      12     -0.19456   -0.0049345      0.26597      0.76776 Curated_gene_sets:zhou_pancreatic_endocrine_progenitor
Curated_gene_sets:zhou_pancr...1         SET      11     -0.34607   -0.0084038      0.27876      0.89277 Curated_gene_sets:zhou_pancreatic_beta_cell
Curated_gene_sets:ishikawa_s...          SET      10      0.36155    0.0083713      0.27623     0.095302 Curated_gene_sets:ishikawa_sting_signaling
Curated_gene_sets:wang_tumor...2         SET     355    0.0061135   0.00083555     0.044382      0.44522 Curated_gene_sets:wang_tumor_invasiveness_up
Curated_gene_sets:wang_tumor...1         SET     195     0.058184    0.0059194     0.061321      0.17136 Curated_gene_sets:wang_tumor_invasiveness_dn
Curated_gene_sets:jiang_tip3...2         SET      44      -0.1794    -0.008705      0.14807      0.88715 Curated_gene_sets:jiang_tip30_targets_up
Curated_gene_sets:jiang_tip3...1         SET      23     -0.32507    -0.011411      0.18271      0.96239 Curated_gene_sets:jiang_tip30_targets_dn
Curated_gene_sets:greshock_c...          SET     322     0.059634    0.0077693     0.050496      0.11882 Curated_gene_sets:greshock_cancer_copy_number_up
Curated_gene_sets:wang_neopl...          SET      14     -0.13816   -0.0037846       0.2718      0.69438 Curated_gene_sets:wang_neoplastic_transformation_by_ccnd1_myc
Curated_gene_sets:tsai_respo...2         SET      33   -0.0094003  -0.00039514      0.16017       0.5234 Curated_gene_sets:tsai_response_to_radiation_therapy
Curated_gene_sets:sasai_targ...2         SET      11     0.040514   0.00098382      0.25341      0.43649 Curated_gene_sets:sasai_targets_of_cxcr6_and_ptch1_up
Curated_gene_sets:sasai_targ...1         SET       8     -0.76058    -0.015752      0.34596      0.98603 Curated_gene_sets:sasai_targets_of_cxcr6_and_ptch1_dn
Curated_gene_sets:miki_coexp...          SET       6       -0.069   -0.0012377      0.33776      0.58094 Curated_gene_sets:miki_coexpressed_with_cyp19a1
Curated_gene_sets:beier_glio...2         SET      36    -0.044451   -0.0019515      0.14146      0.62332 Curated_gene_sets:beier_glioma_stem_cell_up
Curated_gene_sets:beier_glio...1         SET      63      0.10488    0.0060864      0.10834      0.16653 Curated_gene_sets:beier_glioma_stem_cell_dn
Curated_gene_sets:vart_kshv_...2         SET     154    -0.061809   -0.0055944     0.074699        0.796 Curated_gene_sets:vart_kshv_infection_angiogenic_markers_up
Curated_gene_sets:vart_kshv_...1         SET     124     -0.11482   -0.0093328      0.08161      0.92026 Curated_gene_sets:vart_kshv_infection_angiogenic_markers_dn
Curated_gene_sets:mootha_hum...          SET     409    -0.022129   -0.0032415     0.041511      0.70301 Curated_gene_sets:mootha_human_mitodb_6_2002
Curated_gene_sets:mootha_pgc             SET     403   -0.0042338  -0.00061572     0.042083      0.54007 Curated_gene_sets:mootha_pgc
Curated_gene_sets:mootha_tca             SET      15      0.27116    0.0076884      0.21735      0.10611 Curated_gene_sets:mootha_tca
Curated_gene_sets:lee_liver_...16        SET     174   -0.0065124  -0.00062621     0.064123      0.54045 Curated_gene_sets:lee_liver_cancer_survival_dn
Curated_gene_sets:lee_liver_...17        SET     172   -0.0095031  -0.00090857     0.066273      0.55701 Curated_gene_sets:lee_liver_cancer_survival_up
Curated_gene_sets:mootha_mit...          SET     429    -0.058284   -0.0087391     0.041131      0.92175 Curated_gene_sets:mootha_mitochondria
Curated_gene_sets:mootha_ros             SET       7       -0.126   -0.0024411      0.28553      0.67049 Curated_gene_sets:mootha_ros
Curated_gene_sets:davies_mul...2         SET      13     -0.39663     -0.01047      0.20074       0.9759 Curated_gene_sets:davies_multiple_myeloma_vs_mgus_up
Curated_gene_sets:davies_mul...1         SET      23      0.24527    0.0086096      0.17195     0.076882 Curated_gene_sets:davies_multiple_myeloma_vs_mgus_dn
Curated_gene_sets:boylan_mul...2         SET      32      0.03902    0.0016152      0.14677      0.39517 Curated_gene_sets:boylan_multiple_myeloma_c_cluster_up
Curated_gene_sets:boylan_mul...1         SET      27       0.1315    0.0050008       0.1812      0.23401 Curated_gene_sets:boylan_multiple_myeloma_c_cluster_dn
Curated_gene_sets:boylan_mul...8         SET      26    -0.068716   -0.0025644      0.17641      0.65155 Curated_gene_sets:boylan_multiple_myeloma_d_cluster_up
Curated_gene_sets:boylan_mul...7         SET      32      0.15385    0.0063686      0.15535      0.16101 Curated_gene_sets:boylan_multiple_myeloma_d_cluster_dn
Curated_gene_sets:boylan_mul...10        SET      88     0.065394    0.0044823     0.095039      0.24571 Curated_gene_sets:boylan_multiple_myeloma_d_up
Curated_gene_sets:boylan_mul...9         SET      69      0.15211    0.0092367      0.11128     0.085846 Curated_gene_sets:boylan_multiple_myeloma_d_dn
Curated_gene_sets:boylan_mul...4         SET     131   -0.0060323  -0.00050389     0.076161      0.53156 Curated_gene_sets:boylan_multiple_myeloma_c_d_up
Curated_gene_sets:boylan_mul...3         SET     248    -0.030038   -0.0034414     0.058315      0.69676 Curated_gene_sets:boylan_multiple_myeloma_c_d_dn
Curated_gene_sets:boylan_mul...6         SET      46    -0.086933   -0.0043129      0.13838      0.73506 Curated_gene_sets:boylan_multiple_myeloma_c_up
Curated_gene_sets:boylan_mul...5         SET      51     0.085414    0.0044613      0.12912      0.25414 Curated_gene_sets:boylan_multiple_myeloma_c_dn
Curated_gene_sets:wu_silence...          SET      50      0.16386    0.0084745      0.13615       0.1144 Curated_gene_sets:wu_silenced_by_methylation_in_bladder_cancer
Curated_gene_sets:ferrari_re...2         SET      21     0.076324    0.0025602      0.20335      0.35371 Curated_gene_sets:ferrari_response_to_fenretinide_up
Curated_gene_sets:ferrari_re...1         SET       5      0.34576    0.0056617      0.40982      0.19943 Curated_gene_sets:ferrari_response_to_fenretinide_dn
Curated_gene_sets:hellebreke...          SET      74     0.058836    0.0036995      0.10478      0.28722 Curated_gene_sets:hellebrekers_silenced_during_tumor_angiogenesis
Curated_gene_sets:reichert_g...          SET       8     -0.30662   -0.0063503       0.2696      0.87229 Curated_gene_sets:reichert_g1s_regulators_as_pi3k_targets
Curated_gene_sets:gu_pdef_ta...2         SET      68     -0.06191   -0.0037322      0.11607      0.70312 Curated_gene_sets:gu_pdef_targets_up
Curated_gene_sets:gu_pdef_ta...1         SET      39      0.14736     0.006733      0.14864      0.16075 Curated_gene_sets:gu_pdef_targets_dn
Curated_gene_sets:tooker_gem...2         SET      79     0.075277    0.0048899     0.093374      0.21007 Curated_gene_sets:tooker_gemcitabine_resistance_up
Curated_gene_sets:tooker_gem...1         SET     120      0.12571     0.010053     0.083363     0.065788 Curated_gene_sets:tooker_gemcitabine_resistance_dn
Curated_gene_sets:bohn_prima...2         SET      45     0.088961    0.0043654      0.12124      0.23155 Curated_gene_sets:bohn_primary_immunodeficiency_syndrom_up
Curated_gene_sets:bohn_prima...1         SET      37    0.0064465    0.0002869      0.14926      0.48278 Curated_gene_sets:bohn_primary_immunodeficiency_syndrom_dn
Curated_gene_sets:flotho_ped...2         SET      52     0.092507    0.0048788      0.10924      0.19856 Curated_gene_sets:flotho_pediatric_all_therapy_response_up
Curated_gene_sets:flotho_ped...1         SET      27     -0.30811    -0.011717       0.1644      0.96954 Curated_gene_sets:flotho_pediatric_all_therapy_response_dn
Curated_gene_sets:vilimas_no...2         SET      51    -0.074855   -0.0039098      0.12843         0.72 Curated_gene_sets:vilimas_notch1_targets_up
Curated_gene_sets:vilimas_no...1         SET      24     0.067499    0.0024203      0.17609      0.35074 Curated_gene_sets:vilimas_notch1_targets_dn
Curated_gene_sets:spira_smok...2         SET      35     0.095095    0.0041165      0.14897      0.26162 Curated_gene_sets:spira_smokers_lung_cancer_up
Curated_gene_sets:spira_smok...1         SET      14      0.16336    0.0044749      0.19561      0.20184 Curated_gene_sets:spira_smokers_lung_cancer_dn
Curated_gene_sets:ludwiczek_...          SET       7      0.28103    0.0054446       0.3324      0.19893 Curated_gene_sets:ludwiczek_treating_iron_overload
Curated_gene_sets:ju_aging_t...2         SET      11     -0.29614   -0.0071914      0.26495      0.86815 Curated_gene_sets:ju_aging_terc_targets_up
Curated_gene_sets:ju_aging_t...1         SET       6     0.064246    0.0011524      0.38221      0.43326 Curated_gene_sets:ju_aging_terc_targets_dn
Curated_gene_sets:zaidi_oste...          SET      13      0.20196    0.0053312      0.23969      0.19973 Curated_gene_sets:zaidi_osteoblast_transcription_factors
Curated_gene_sets:wagner_apo...          SET      26    -0.013103    -0.000489      0.19429      0.52688 Curated_gene_sets:wagner_apo2_sensitivity
Curated_gene_sets:palomero_g...2         SET       6     -0.11621   -0.0020845      0.34744      0.63099 Curated_gene_sets:palomero_gsi_sensitivity_up
Curated_gene_sets:palomero_g...1         SET       4      0.02905   0.00042547      0.49273      0.47649 Curated_gene_sets:palomero_gsi_sensitivity_dn
Curated_gene_sets:soucek_myc...          SET      10     0.046436    0.0010752      0.31192      0.44083 Curated_gene_sets:soucek_myc_targets
Curated_gene_sets:seki_infla...2         SET      73     -0.22017     -0.01375      0.10263      0.98403 Curated_gene_sets:seki_inflammatory_response_lps_up
Curated_gene_sets:seki_infla...1         SET      22     0.019618   0.00067353      0.18573      0.45794 Curated_gene_sets:seki_inflammatory_response_lps_dn
Curated_gene_sets:ray_alzhei...          SET      16     -0.32508   -0.0095192      0.23109      0.92023 Curated_gene_sets:ray_alzheimers_disease
Curated_gene_sets:hunsberger...          SET      26   -0.0038043  -0.00014197      0.18756      0.50809 Curated_gene_sets:hunsberger_exercise_regulated_genes
Curated_gene_sets:piontek_pk...2         SET      35     -0.16886   -0.0073094      0.13592      0.89292 Curated_gene_sets:piontek_pkd1_targets_up
Curated_gene_sets:piontek_pk...1         SET      11     -0.39985   -0.0097097      0.21762      0.96691 Curated_gene_sets:piontek_pkd1_targets_dn
Curated_gene_sets:chauhan_re...2         SET      46      0.11953    0.0059301       0.1133      0.14572 Curated_gene_sets:chauhan_response_to_methoxyestradiol_up
Curated_gene_sets:chauhan_re...1         SET      94     0.081778    0.0057922     0.084115      0.16548 Curated_gene_sets:chauhan_response_to_methoxyestradiol_dn
Curated_gene_sets:frasor_res...4         SET      22      0.17547    0.0060242      0.18347      0.16944 Curated_gene_sets:frasor_response_to_serm_or_fulvestrant_up
Curated_gene_sets:frasor_res...3         SET      49     0.051057    0.0026141      0.12176      0.33749 Curated_gene_sets:frasor_response_to_serm_or_fulvestrant_dn
Curated_gene_sets:goldrath_a...          SET     331     0.070413    0.0092986      0.04802     0.071289 Curated_gene_sets:goldrath_antigen_response
Curated_gene_sets:ichiba_gra...4         SET     108     0.034722    0.0026351     0.085916      0.34306 Curated_gene_sets:ichiba_graft_versus_host_disease_d7_up
Curated_gene_sets:ichiba_gra...3         SET      40      0.12289    0.0056863      0.14281      0.19475 Curated_gene_sets:ichiba_graft_versus_host_disease_d7_dn
Curated_gene_sets:ichiba_gra...2         SET     129     0.088223    0.0073132      0.07564      0.12175 Curated_gene_sets:ichiba_graft_versus_host_disease_35d_up
Curated_gene_sets:ichiba_gra...1         SET      53      0.21762     0.011587      0.13164     0.049164 Curated_gene_sets:ichiba_graft_versus_host_disease_35d_dn
Curated_gene_sets:lindstedt_...1         SET      61     0.037679    0.0021518      0.11563      0.37226 Curated_gene_sets:lindstedt_dendritic_cell_maturation_a
Curated_gene_sets:lindstedt_...2         SET      44     0.088109    0.0042754      0.13593      0.25843 Curated_gene_sets:lindstedt_dendritic_cell_maturation_b
Curated_gene_sets:lindstedt_...3         SET      62     0.072472    0.0041724      0.12143      0.27531 Curated_gene_sets:lindstedt_dendritic_cell_maturation_c
Curated_gene_sets:lindstedt_...4         SET      61      0.14951     0.008538       0.1171      0.10085 Curated_gene_sets:lindstedt_dendritic_cell_maturation_d
Curated_gene_sets:marshall_v...2         SET       9     -0.10102    -0.002219      0.32004      0.62386 Curated_gene_sets:marshall_viral_infection_response_up
Curated_gene_sets:marshall_v...1         SET      28       0.3064     0.011865      0.16483      0.03153 Curated_gene_sets:marshall_viral_infection_response_dn
Curated_gene_sets:martinelli...2         SET       8    -0.095319   -0.0019741      0.31658      0.61832 Curated_gene_sets:martinelli_immature_neutrophil_up
Curated_gene_sets:martinelli...1         SET      13      0.30432    0.0080332      0.25768      0.11881 Curated_gene_sets:martinelli_immature_neutrophil_dn
Curated_gene_sets:nick_respo...          SET      24      0.16704    0.0059896      0.18351      0.18134 Curated_gene_sets:nick_response_to_proc_treatment_dn
Curated_gene_sets:nutt_gbm_v...2         SET      42     0.033004    0.0015648      0.13768      0.40528 Curated_gene_sets:nutt_gbm_vs_ao_glioma_up
Curated_gene_sets:nutt_gbm_v...1         SET      45     0.043893    0.0021539      0.11836      0.35537 Curated_gene_sets:nutt_gbm_vs_ao_glioma_dn
